Station name,Station address,Latitude,Longitude,Opening hours,Operator,Number of station,Number of plugs,Rating,Tesla,Type 2,J-1772,Tesla (Fast),CCS/SAE,CHAdeMO,Address of nearest destination charger ,Distance to the nearest destination charger (km),Energy required to nearest destination charger (kWh),Address of nearest fast charger,Distance to the nearest fast charger (km),Energy required to nearest fast charger (kWh),date
Centennial Vineyards,"252 Centennial Rd, Bowral NSW 2576, Australia",-34.4629291,150.3999539,,Tesla Destination,2,4,22 kW,2,2,0,0,0,0,"3020 Old Hume Hwy, Berrima NSW 2577, Australia",4.85,0.66,"9 Bessemer St, Mittagong NSW 2575, Australia",7.05,0.88,10/3/2023
Berida Hotel,"6 David St, Bowral NSW 2576, Australia",-34.4882751,150.4143401,"Open 24/7
May be blocked by ICE",,10,10,kW,0,10,0,0,0,0,"252 Centennial Rd, Bowral NSW 2576, Australia",6.6,1.63,"9 Bessemer St, Mittagong NSW 2575, Australia",5.98,0.87,10/3/2023
Novotel Wollongong Northbeach,"2-14 Cliff Rd, North Wollongong NSW 2500, Australia",-34.4144338,150.9001366,Open 24/7,,4,4,kW,0,4,0,0,0,0,"71 Market St, Wollongong NSW 2500, Australia",1.68,0.36,"17 Stewart St, Wollongong NSW 2500, Australia",1.62,0.24,10/3/2023
Joadja Distillery,"1714–1720 Joadja Road, Joadja NSW 2575, Australia",-34.4097399,150.2239835,,,1,1,kW,1,0,0,0,0,0,,,,,,,10/3/2023
Kiama Community Charger,"19 Farmer St, Kiama NSW 2533, Australia",-34.6773742,150.849718,8:00am - 10:00pm,,1,2,7 kW,0,1,1,0,0,0,"4/178 Manning St, Kiama NSW 2533, Australia",0.55,0.21,"100 Cove Blvd, Shell Cove NSW 2529, Australia",15.05,3.6,10/3/2023
Goulburn Worker's Club,"256 Auburn St, Goulburn NSW 2580, Australia",-34.7527833,149.7192924,"Open 24/7
Cables available during club hours",Chargebay,1,2,7 - 22 kW,0,1,1,0,0,0,"201 Sloane St, Goulburn NSW 2580, Australia",0.57,0.1,"201 Sloane St, Goulburn NSW 2580, Australia",0.57,0.1,23/8/2022
EVup Warrawong Plaza - JAX Tyres,"King St & Cowper St, Warrawong NSW 2502, Australia",-34.4853486,150.8875421,Open 24/7,EVUp,1,2,22 kW,0,2,0,0,0,0,"Warrawong Plaza, 61 King Street, Warrawong NSW 2502, Australia",0.65,0.12,"Figtree Grove Shopping Centre, Figtree Grove Carpark, Figtree NSW 2525, Australia",7.42,1.45,10/3/2023
The Place @ Warrawong Plaza,"Warrawong Plaza, 61 King Street, Warrawong NSW 2502, Australia",-34.4863889,150.8897222,Open 24/7,,1,2,kW,0,2,0,0,0,0,"King St & Cowper St, Warrawong NSW 2502, Australia",0.55,0.11,"Figtree Grove Shopping Centre, Figtree Grove Carpark, Figtree NSW 2525, Australia",7.9,1.64,10/3/2023
Stockland Shellharbour - East,"211 Lake Entrance Rd, Shellharbour City Centre NSW 2529, Australia",-34.56286,150.8402774,04:00 - 01:00,Tesla Destination,4,4,6 kW,4,0,0,0,0,0,"Warrawong Plaza, 61 King Street, Warrawong NSW 2502, Australia",11.72,2.12,"100 Cove Blvd, Shell Cove NSW 2529, Australia",4.2,0.68,10/3/2023
The Silos Estate (2),"640 Princes Hwy, Berry NSW 2535, Australia",-34.8081727,150.6362791,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"11 Coolangatta Rd, Coolangatta NSW 2535, Australia",16.65,3.61,"640 Princes Hwy, Jaspers Brush NSW 2535, Australia",0.5,0.2,10/3/2023
Wollongong Central - Lower (Market Street),"71 Market St, Wollongong NSW 2500, Australia",-34.4234883,150.8922583,Mon-Sun 6am - 12am,Tesla Destination,2,4,3 - 22 kW,2,1,1,0,0,0,"2-14 Cliff Rd, North Wollongong NSW 2500, Australia",1.58,0.33,"Regent St, Wollongong NSW 2500, Australia",0.12,0.1,10/3/2023
Goulburn Visitor Information Centre (2),"201 Sloane St, Goulburn NSW 2580, Australia",-34.755974,149.720672,"9AM - 5PM weekdays, 10AM - 4PM weekends & public holidays (closed Christmas
day).",,1,1,7.4 kW,0,1,0,0,0,0,"256 Auburn St, Goulburn NSW 2580, Australia",0.48,0.17,"53 Sydney Rd, Goulburn NSW 2580, Australia",3.9,0.81,10/3/2023
Figtree Grove Shopping Centre (1),"19 Princes Hwy, Figtree NSW 2525, Australia",-34.4366153,150.8632982,Open 24/7,,2,2,kW,0,2,0,0,0,0,"71 Market St, Wollongong NSW 2500, Australia",4.18,0.81,"Figtree Grove Shopping Centre, Figtree Grove Carpark, Figtree NSW 2525, Australia",0.04,0.02,1/1/2020
Peak Hill Caravan Park,"2 Ween St, Peak Hill, NSW, Australia, NT 2869",-32.7211829,148.190703,,Tesla Destination,1,1,22 kW,1,0,0,0,0,0,"109 Whylandra St, Dubbo NSW 2830, Australia",68.4,19.99,"70 Currajong Street, Parkes NSW 2870, Australia",47.1,13.36,1/1/2020
Stevens Park Rockley,"Rockley NSW 2795, Australia, Rockley 2795",-33.6912734,149.563385,Open 24/7,Exploren,1,2,7 kW,0,2,0,0,0,0,"126 Havannah St, Bathurst NSW 2795, Australia",33.08,6.3,"1 Kendall Ave, Bathurst NSW 2795, Australia",33.98,6.35,10/3/2023
Royal Hotel Mandurama,"14 Olive St, Mandurama NSW 2792",-33.6484165,149.0751728,"Open 24/7
Phone ahead to confirm",,1,1,kW,0,1,0,0,0,0,26 Victoria Street Millthorpe,34.12,10.84,"77 Darling St, Cowra NSW 2794, Australia",46.1,10.91,10/3/2023
Heifer Station Wines,"1034 The Escort Way, Borenore NSW 2800, Australia",-33.259197,149.0039228,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"92 Heifer Station Ln, Borenore NSW 2800, Australia",3.02,0.67,"Orange Civic Centre Car Park, 151A Byng St, Orange NSW 2800, Australia",10.42,2.31,1/1/2020
Abercrombie House,"311 Ophir Rd, Bathurst, Australia, NSW 2795",-33.3927632,149.5188753,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"121 Howick St
Bathurst NSW 2795, Australia",8.22,1.54,"1 Kendall Ave, Bathurst NSW 2795, Australia",8.28,1.52,1/1/2020
Petersons Wines,"6 Blacksprings Road, Mudgee, Australia, NSW 2850",-32.5482247,149.6307106,,Tesla Destination,1,1,8 kW,1,0,0,0,0,0,"433 Ulan Rd, Eurunderee NSW 2850, Australia",2.22,0.32,"99 Mortimer St, Mudgee NSW 2850, Australia",7.25,1.29,1/1/2020
Highland Heritage Estate,"4968 Mitchell Hwy, Orange NSW 2800, Australia",-33.3111454,149.1433758,,Tesla Destination,2,2,17 kW,2,0,0,0,0,0,"1517 Forest Rd, Orange NSW 2800, Australia",6.7,1.43,"Orange Civic Centre Car Park, 151A Byng St, Orange NSW 2800, Australia",6.92,1.24,1/1/2020
Ross Hill Wines,"134 Wallace Ln, Orange NSW 2800, Australia",-33.3335,149.043181,,Tesla Destination,2,3,14 kW,1,2,0,0,0,0,"298 Lake Canobolas Rd, Canobolas NSW 2800, Australia",10.5,2.37,"Orange Civic Centre Car Park, 151A Byng St, Orange NSW 2800, Australia",10.6,1.34,1/1/2020
The Remington Orange,"1517 Forest Rd, Orange NSW 2800, Australia",-33.3154521,149.0902201,,,3,6,kW,0,6,0,0,0,0,"246 Anson St, Orange NSW 2800, Australia",4.82,0.62,"Orange Civic Centre Car Park, 151A Byng St, Orange NSW 2800, Australia",4.92,0.6,1/1/2020
The Zin House,"Tinja Ln, Eurunderee, Australia, NSW 2850",-32.5552209,149.5889888,,Tesla Destination,2,2,22 kW,0,2,0,0,0,0,"6 Blacksprings Road, Mudgee, Australia, NSW 2850",5.45,0.76,"99 Mortimer St, Mudgee NSW 2850, Australia",8.4,1.27,1/1/2020
National Motor Racing Museum,"400 Panorama Ave, Mount Panorama NSW 2795, Australia",-33.4401402,149.5618964,9am - 4:30pm,,2,2,7.5 kW,0,2,0,0,0,0,"126 Havannah St, Bathurst NSW 2795, Australia",2.48,0.28,"1 Kendall Ave, Bathurst NSW 2795, Australia",3.58,0.44,1/1/2020
Blue Wren Wines,"433 Ulan Rd, Eurunderee NSW 2850, Australia",-32.5631154,149.6199227,,Tesla Destination,1,1,22 kW,1,0,0,0,0,0,"6 Blacksprings Road, Mudgee, Australia, NSW 2850",2.22,0.33,"99 Mortimer St, Mudgee NSW 2850, Australia",5.5,0.93,23/8/2022
Dragonfly Cottages,"92 Heifer Station Ln, Borenore NSW 2800, Australia",-33.272863,149.0163655,,Tesla Destination,1,1,22 kW,1,0,0,0,0,0,"1034 The Escort Way, Borenore NSW 2800, Australia",3.02,0.59,"Orange Civic Centre Car Park, 151A Byng St, Orange NSW 2800, Australia",10.12,2.17,23/8/2022
Wellington Library,"Corner Percy &, Maughan St, Wellington NSW 2820, Australia",-32.5565913,148.9497285,Open 24/7,Saascharge International GmbH,1,2,22 kW,0,2,0,0,0,0,"109 Cobra St, Dubbo NSW 2830, Australia",49.1,12.48,"76 Wingewarra St, Dubbo NSW 2830, Australia",49.6,12.38,10/3/2023
Bathurst Rail Museum,"126 Havannah St, Bathurst NSW 2795, Australia",-33.4260827,149.5815443,Open 24/7,Tesla Destination,1,2,7.5 - 22 kW,1,1,0,0,0,0,"121 Howick St
Bathurst NSW 2795, Australia",1.15,0.18,"1 Kendall Ave, Bathurst NSW 2795, Australia",1.1,0.14,23/8/2022
Stockland,"121 Howick St
Bathurst NSW 2795, Australia",-33.417913,149.5831423,,Tesla Destination,2,2,6 kW,2,0,0,0,0,0,"126 Havannah St, Bathurst NSW 2795, Australia",1.15,0.16,"1 Kendall Ave, Bathurst NSW 2795, Australia",0.52,0.08,10/3/2023
Winning Post Motor Inn,"101 Church St, Mudgee NSW 2850, Australia",-32.5969319,149.5878058,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"131 Church St, Mudgee NSW 2850, Australia",0.28,0.09,"99 Mortimer St, Mudgee NSW 2850, Australia",0.7,0.12,10/3/2023
Mudgee Information Centre,"84 Market St, Mudgee NSW 2850, Australia",-32.5903292,149.5853481,Open 24/7,Tesla Destination,1,1,11.5 kW,1,0,0,0,0,0,"131 Church St, Mudgee NSW 2850, Australia",1.55,0.28,"99 Mortimer St, Mudgee NSW 2850, Australia",0.52,0.14,10/3/2023
Town Square Motel & Metropolitan Hotel,"246 Anson St, Orange NSW 2800, Australia",-33.2810752,149.0994223,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,53 Silverdown Way Orange 2800,4.92,0.84,"Orange Civic Centre Car Park, 151A Byng St, Orange NSW 2800, Australia",0.52,0.08,10/3/2023
mudgee (Coming Soon),"131 Church St, Mudgee NSW 2850, Australia",-32.5991763,149.5873219,,,1,1,kW,1,0,0,0,0,0,"101 Church St, Mudgee NSW 2850, Australia",0.3,0.06,"99 Mortimer St, Mudgee NSW 2850, Australia",0.9,0.11,10/3/2023
Borrodell Vineyard Accommodation,"298 Lake Canobolas Rd, Canobolas NSW 2800, Australia",-33.3154277,149.0221838,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,53 Silverdown Way Orange 2800,11.12,2.01,"Orange Civic Centre Car Park, 151A Byng St, Orange NSW 2800, Australia",12.12,2.13,10/3/2023
Angullong Wine Tasting Room," 37 Victoria St, Millthorpe NSW 2798, Australia",-33.4457664,149.1845894,09:00 to 17:00,,1,1,kW,0,1,0,0,0,0,26 Victoria Street Millthorpe,0.12,0.06,"Orange Civic Centre Car Park, 151A Byng St, Orange NSW 2800, Australia",22.7,4.48,10/3/2023
SPS Solar + Water,28 SYDNEY ROAD Mudgee NSW 2850,-32.6069201,149.5981786,Open 24/7,,1,1,22 kW,1,0,0,0,0,0,"131 Church St, Mudgee NSW 2850, Australia",1.65,0.22,"99 Mortimer St, Mudgee NSW 2850, Australia",2.5,0.32,10/3/2023
Camden Council - Oxley Street Car Park,"40 - 46 Oxley St, Camden NSW 2570, Australia, Camden 2570",-34.0542472,150.6946681,Open 24/7,Exploren,1,2,22 kW,0,2,0,0,0,0,"Corner Queen & Elyard St, Narellan NSW 2567,, Narellan 2567",4.92,0.98,"William Downes Avenue, Campbelltown NSW 2560 AU",14.9,3.39,10/3/2023
Stockland Wetherill Park,"561-583 Polding St, Wetherill Park NSW 2164, Australia",-33.8593157,150.8978985,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"19-26 Durian Pl, Wetherill Park NSW 2164, Australia",4.12,0.78,"401 Cabramatta Rd W, Cabramatta NSW 2166, Australia",6.9,1.24,1/1/2020
Emerald Hills Shopping Village,"5 Emerald Hills Blvd, Leppington NSW 2179, Australia",-33.9964797,150.7924412,Open 24/7,,2,2,kW,0,2,0,0,0,0,"5 Willowdale Drive, Denham Court NSW 2179, Australia",3.6,0.6,"2a Blaxland Rd, Campbelltown NSW 2560, Australia",9.1,1.72,1/1/2020
Willowdale Shopping Centre,"5 Willowdale Drive, Denham Court NSW 2179, Australia",-33.9761725,150.8124232,Open 24/7,ChargePoint,2,2,kW,0,0,2,0,0,0,"5 Emerald Hills Blvd, Leppington NSW 2179, Australia",3.88,0.68,"89 Williamson Rd, Ingleburn NSW 2565, Australia",7.95,1.27,1/1/2020
Leppington Station Park&Ride,"150 Dickson Rd, Leppington NSW 2179, Australia",-33.9535747,150.804555,"Open 24/7
Free parking for 18 hours",,8,8,kW,0,8,0,0,0,0,"5 Willowdale Drive, Denham Court NSW 2179, Australia",3.92,0.73,"89 Williamson Rd, Ingleburn NSW 2565, Australia",9.6,1.57,1/1/2020
Club Central Menai,"44-60 Allison Cres, Menai NSW 2234, Australia",-34.0137821,151.015531,,Exploren,2,2,22 kW,0,2,0,0,0,0,"28-34 Flora St, Kirrawee NSW 2232, Australia",7.75,1.7,"580 Princes Highway, Kirrawee, NSW, Australia, 2232",7.78,1.71,1/1/2020
Rose Bay Shops - Richmond Rd,"2A Richmond Road, Rose Bay, NSW, 2029",-33.8716222,151.2681738,Open 24/7,Chargefox,1,2,22 kW,0,2,0,0,0,0,"25 Birriga Rd, Bellevue Hill NSW 2023",2.95,0.75,"65 Craigend St, Rushcutters Bay NSW 2010, Australia",4.97,0.91,10/3/2023
Bexley North Hotel,"187 Slade Rd, Bexley North NSW 2207, Australia",-33.9381468,151.1151671,Open 24/7,,1,1,kW,0,1,0,0,0,0,"Morgan St, Beverly Hills NSW 2209, Australia",4.38,0.93,"Milperra Rd, The River Rd, Revesby NSW 2212",9.5,2.16,10/3/2023
Camden Council - Oran Park Library Car Park,"72 Central Ave, Oran Park NSW 2570, Australia",-33.99925,150.7445609,"Open 24/7
24/7",Exploren,1,2,22 kW,0,2,0,0,0,0,"Corner Queen & Elyard St, Narellan NSW 2567,, Narellan 2567",7.08,1.2,"William Downes Avenue, Campbelltown NSW 2560 AU",13.2,2.4,10/3/2023
Macarthur Centre for Sustainable Living,"Lot 1 Mount Annan Dr, Mount Annan NSW 2567, Australia",-34.0556271,150.771849,"Open 24/7
Centre Hours: Mon to Sat - 9.00am - 4.30pm",Chargefox,2,2,kW,0,2,0,0,0,0,"Corner Queen & Elyard St, Narellan NSW 2567,, Narellan 2567",4.6,0.74,"William Downes Avenue, Campbelltown NSW 2560 AU",3.32,0.46,23/8/2022
Woolworths - Prestons,"1975 Camden Valley Way, Prestons NSW 2170, Australia",-33.9518884,150.8553024,,ChargePoint,2,4,kW,0,0,4,0,0,0,"52 Soldiers Parade, Edmondson Park NSW 2174, Australia",3.02,0.52,"1 Ingham Dr, Casula NSW 2170, Australia",5.68,0.97,23/8/2022
Sylvania BMW,"101-107 Princes Hwy, Sylvania NSW 2224",-34.0076105,151.1072347,Monday to Friday 8:30am - 5:30pm Saturday 8:30am - 5pm Sunday 10am - 5pm,,1,1,kW,0,1,0,0,0,0,"600 Kingsway, Mirandaâ€Ž NSWâ€Ž 2228, Australia",5.1,0.99,"128 Parraweena Rd, Miranda NSW 2228",4.95,0.8,23/8/2022
Westfield Miranda,"600 Kingsway, Miranda‎ NSW‎ 2228, Australia",-34.0355512,151.1006368,Open 24/7,"ChargePoint, Tesla Destination",4,6,22 kW,2,0,4,0,0,0,,,,,,,1/1/2020
Charles St & Robert St Parking,"10B Charles St, Canterbury NSW 2193, Australia",-33.9115131,151.1171322,Open 24/7,,1,1,7 kW,0,1,0,0,0,0,"110 Brighton St, Croydon Park NSW 2133, Australia",2.95,0.59,"260A Liverpool Road, Ashfield, NSW 2131",3,0.66,23/8/2022
Canterbury Bankstown Council,"21 Shakespeare St, Campsie NSW 2194, Australia",-33.9076689,151.1039558,"Open 24/7
24/7",,2,2,kW,0,2,0,0,0,0,"110 Brighton St, Croydon Park NSW 2133, Australia",1.7,0.35,"81 Wangee Rd, Lakemba NSW 2195, Australia",4.38,0.77,23/8/2022
Addi Road Gumbramorra Hall,"41a/142 Addison Rd, Marrickville NSW 2204, Australia",-33.9022187,151.1598576,Open 24/7,Everty,2,2,7 kW,0,2,0,0,0,0,"45 Edinburgh Rd, Marrickville NSW 2204, Australia",1.55,0.24,"34 Victoria Rd, Marrickville NSW 2204, Australia",1.45,0.22,10/3/2023
IKEA Tempe,"630-726 Princes Hwy, Tempe NSW 2044, Australia",-33.9222366,151.1658122,"Weekdays 8am - 10pm Weekends 8am - 8pm Carpark gate closes 1 hour after Ikea
closing",Chargefox,4,4,22 kW,0,4,0,0,0,0,"187 Slade Rd, Bexley North NSW 2207, Australia",5.6,1.22,"Milperra Rd, The River Rd, Revesby NSW 2212",15.1,3.56,23/8/2022
Strathfield Square Parking,"5 Churchill Ave, Strathfield NSW 2135, Australia",-33.8721739,151.0935841,Open 24/7,,1,1,7 kW,0,1,0,0,0,0,"Everton Park, 26 Everton Rd, Strathfield NSW 2135, Australia",0.72,0.19,"2A Regatta Rd, Five Dock NSW 2046, Australia",2.98,0.5,23/8/2022
Sydney Airport - Qantas Valet Parking,"Arrivals Level, Terminal 3, Sydney Domestic Airport, Shiers Avenue, Mascot, New South Wales, Australia, NSW 2020",-33.9329411,151.1800107,,Tesla Destination,2,2,7 kW,2,0,0,0,0,0,"338 King St, Mascot NSW 2020, Australia",1.1,0.19,"470 Gardeners Rd, Alexandria NSW 2015, Australia",2.58,0.41,23/8/2022
Solar Analytics Redfern,245 Chalmers Street Redfern NSW 2016,-33.8932335,151.2050079,8.30am - 5.30pm Weekdays,,1,1,kW,0,1,0,0,0,0,"2 Central Ave, Eveleigh NSW 2015, Australia",1.45,0.18,"2 Central Ave, Eveleigh NSW 2015, Australia",1.45,0.18,10/3/2023
Kings Cross Car Park,"9A Elizabeth Bay Road, Sydney, NSW, 2011",-33.8732564,151.2264693,"Open 24/7
Monday–Sunday: 24 hours/7 days access",,3,3,kW,0,3,0,0,0,0,"203 Victoria St, Potts Point NSW 2011",0.88,0.18,"65 Craigend St, Rushcutters Bay NSW 2010, Australia",1.5,0.15,23/8/2022
Tramsheds Harold Park,"1 Dalgal Way, Forest Lodge NSW 2037, Australia",-33.8761055,151.1783737,,"Tesla Destination, Chargefox",2,3,22 kW,2,1,0,0,0,0,"75 St Johns Rd, Glebe NSW 2037",1.65,0.4,"1 Bay St, Glebe NSW 2037, Australia",2.65,0.45,23/8/2022
The Grand Eastlakes Shopping Centre,"19 Evans Ave, Eastlakes NSW 2018, Australia",-33.9256117,151.2117369,6am - 10:30pm,,5,5,22 kW,0,5,0,0,0,0,"170 King Lane, Mascot NSW 2020, Australia",2.08,0.27,"470 Gardeners Rd, Alexandria NSW 2015, Australia",1.72,0.21,23/8/2022
Bellevue Hill – Birriga Rd,"25 Birriga Rd, Bellevue Hill NSW 2023",-33.8871615,151.2632087,Open 24/7,,2,2,kW,0,2,0,0,0,0,"15 Castlefield St, Bondi NSW 2026",1.45,0.28,"73 Belmore Road, Randwick NSW 2031, Australia",4.4,0.83,10/3/2023
Mirvac South Eveleigh,"2 Central Ave, Eveleigh NSW 2015, Australia",-33.8955794,151.1958561,5am - 11:30pm,"Chargefox, Tesla Destination",2,4,22 - 50 kW,0,4,0,0,0,0,"88 Broadway Hotel Entrance Via, 4 Central Park Ave, Chippendale NSW 2008, Australia",1.7,0.29,"133 Wyndham St Cnr Mcevoy St, Alexandria, NSW, 2015, Australia",1.08,0.15,23/8/2022
Brigidine College Wilson Car Park,"49 St Pauls St, Randwick NSW 2031, Australia",-33.92008,151.2437997,Open 24/7,,2,2,kW,0,2,0,0,0,0,"97R Brook Street, Coogee, NSW, 2034",1.35,0.07,"73 Belmore Road, Randwick NSW 2031, Australia",0.8,0.18,23/8/2022
UNSW Botany St Carpark,"20 Oval Ln, Kensington NSW 2033, Australia",-33.9188978,151.2344477,Open 24/7,Chargefox,6,6,kW,0,6,0,0,0,0,"18 Silver St, Randwick, NSW, 2031",1.05,0.23,"73 Belmore Road, Randwick NSW 2031, Australia",1.12,0.27,23/8/2022
South Bondi - Castlefield St,"15 Castlefield St, Bondi NSW 2026",-33.8935548,151.2680009,Open 24/7,,2,2,kW,0,2,0,0,0,0,"25 Birriga Rd, Bellevue Hill NSW 2023",1.2,0.3,"73 Belmore Road, Randwick NSW 2031, Australia",4.45,0.93,10/3/2023
Little Saigon Plaza,"462 Chapel Rd, Bankstown NSW 2200, Australia",-33.913447,151.0341269,Monday - Sunday 7am to 2am.,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"8 Greenfield Parade, Bankstown NSW 2200, Australia",1.35,0.2,"9-49 Chapel Road, Bankstown NSW 2200, Australia",2.88,0.4,10/3/2023
Bankstown Sports Club,"8 Greenfield Parade, Bankstown NSW 2200, Australia",-33.9197291,151.0332781,,Tesla Destination,2,2,kW,0,2,0,0,0,0,"462 Chapel Rd, Bankstown NSW 2200, Australia",1.92,0.33,"9-49 Chapel Road, Bankstown NSW 2200, Australia",1.78,0.25,10/3/2023
Des Renford Leisure Centre - Carpark,"Jersey Rd and Robey St, Maroubra, NSW, 2035",-33.9469898,151.2386085,Open 24/7,Chargefox,1,2,7 kW,0,2,0,0,0,0,"827 Anzac Parade, Maroubra NSW 2035, Australia",1.45,0.29,"73 Belmore Road, Randwick NSW 2031, Australia",4.32,0.92,10/3/2023
The Mascot Eye Specialist Centre,"170 King Lane, Mascot NSW 2020, Australia",-33.9304633,151.1975066,Mon-fri 8am-4pm,,1,1,kW,1,0,0,0,0,0,"338 King St, Mascot NSW 2020, Australia",1.2,0.18,"470 Gardeners Rd, Alexandria NSW 2015, Australia",1.5,0.24,10/3/2023
Holiday Inn Potts Point Basement Carpark,"203 Victoria St, Potts Point NSW 2011",-33.8745795,151.2218557,Open 24/7,,2,2,kW,0,2,0,0,0,0,"9A Elizabeth Bay Road, Sydney, NSW, 2011",0.85,0.21,"65 Craigend St, Rushcutters Bay NSW 2010, Australia",1.2,0.13,10/3/2023
Camden Council - Narellan Library Car Park,"Corner Queen & Elyard St, Narellan NSW 2567,, Narellan 2567",-34.0434377,150.7363758,Open 24/7,Exploren,1,2,22 kW,0,2,0,0,0,0,"Lot 1 Mount Annan Dr, Mount Annan NSW 2567, Australia",4.95,0.92,"William Downes Avenue, Campbelltown NSW 2560 AU",7.72,1.4,10/3/2023
Five Ways - Goodhope St,"20 Goodhope Street, Paddington, NSW, 2021",-33.8818195,151.2281008,Open 24/7,,1,2,22 kW,0,2,0,0,0,0,"203 Victoria St, Potts Point NSW 2011",1.6,0.31,"65 Craigend St, Rushcutters Bay NSW 2010, Australia",0.78,0.07,10/3/2023
Cabramatta Hotel,"224 Railway Parade, Cabramatta, NSW, Australia, NSW 2166, Australia",-33.8966772,150.9379107,Open 24/7,Tesla Destination,2,2,4 kW,2,0,0,0,0,0,"36 Hughes St, Cabramatta NSW 2166, Australia",1.02,0.17,"401 Cabramatta Rd W, Cabramatta NSW 2166, Australia",2.52,0.47,10/3/2023
Dutton Lane Car Park,"36 Hughes St, Cabramatta NSW 2166, Australia",-33.8935674,150.93503,Open 24/7,,4,4,kW,0,4,0,0,0,0,"224 Railway Parade, Cabramatta, NSW, Australia, NSW 2166, Australia",0.7,0.13,"401 Cabramatta Rd W, Cabramatta NSW 2166, Australia",2.08,0.38,10/3/2023
Pullman Sydney Hyde Park,"36 College St, Sydney NSW 2010, Australia",-33.876071,151.2125441,,Tesla Destination,2,2,4 kW,2,0,0,0,0,0,"Corner of Goulburn and Elizabeth Streets, Sydney, NSW, 2000",1.7,0.29,"65 Craigend St, Rushcutters Bay NSW 2010, Australia",1.68,0.26,10/3/2023
Wilson Secure Parking Opera House,"2A Macquarie St, Sydney NSW 2000, Australia",-33.8593398,151.2135232,,,2,2,11 kW,0,2,0,0,0,0,117 Macquarie St Sydney NSW 2000,0.52,0.18,"65 Craigend St, Rushcutters Bay NSW 2010, Australia",3.98,0.81,10/3/2023
The Langham Hotel Sydney,"89-113 Kent St,Millers Point, Sydney NSW 2000, Australia",-33.8605169,151.2034473,Open 24/7,Tesla Destination,3,4,22 kW,3,1,0,0,0,0,"5030 Argyle Street, The Rocks NSW 2000, Australia",0.65,0.1,"1 Bay St, Glebe NSW 2037, Australia",4.08,0.62,10/3/2023
St Johns Rd Parking,"75 St Johns Rd, Glebe NSW 2037",-33.8808508,151.1870464,Open 24/7,EVX,1,2,kW,0,2,0,0,0,0,"31 Bay St, Ultimo NSW 2007, Australia",1.25,0.13,"1 Bay St, Glebe NSW 2037, Australia",1.27,0.14,10/3/2023
Clocktower,"5030 Argyle Street, The Rocks NSW 2000, Australia",-33.8591261,151.2078827,Open 24/7,,1,2,22 kW,0,2,0,0,0,0,"89-113 Kent St,Millers Point, Sydney NSW 2000, Australia",0.65,0.2,"65 Craigend St, Rushcutters Bay NSW 2010, Australia",4.47,0.89,10/3/2023
Supa Centa Moore Park,"2 Todman Avenue, Moore Park‎ NSW‎ 2021, Australia",-33.9024515,151.2152205,,Tesla Destination,1,1,22 kW,1,0,0,0,0,0,,,,,,,10/3/2023
Kogarah Town Centre,"1/9 Railway Parade, Kogarah NSW 2217, Australia",-33.9624686,151.1324696,7:00am to 10:00pm,Tesla Destination,2,2,6 kW,2,0,0,0,0,0,"Treacy St, Hurstville NSW 2220, Australia",3.5,0.75,"128 Parraweena Rd, Miranda NSW 2228",8.8,1.59,10/3/2023
Harbourside Wilson Parking,"59 Murray St, Pyrmont , NSW 2009",-33.8711971,151.1973383,"Open 24/7
Open 24 hours",,2,2,22 kW,0,2,0,0,0,0,14 Darling Drive Sydney NSW 2000 AU,0.38,0.12,"1 Bay St, Glebe NSW 2037, Australia",2.28,0.37,10/3/2023
International Convention Centre Sydney (Car Park 1),14 Darling Drive Sydney NSW 2000 AU,-33.874129,151.1987267,Open 24/7,,10,20,kW,0,20,0,0,0,0,"88 Darling Dr, Haymarket NSW 2000, Australia",0.22,0.07,"1 Bay St, Glebe NSW 2037, Australia",2.08,0.32,10/3/2023
Bondi Junction - Grafton St,"55 Grafton Street, Bondi Junction, NSW, 2022",-33.8905832,151.2456735,Open 24/7,,1,2,22 kW,0,2,0,0,0,0,"500 Oxford St, Bondi Junction NSW 2022, Australia",0.7,0.17,"73 Belmore Road, Randwick NSW 2031, Australia",3.52,0.65,10/3/2023
